ID;NOMBRE;TIPO_C;COMUNA;BARRIO;CATEGORIA;TIPOLOGIA;LONG;FECHA;LIM_COM;LIM_BARRIO
299;BALBASTRO;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,10902622235;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
300;CURAPALIGUE AV.;AVENIDA;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,01657162222;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
301;SENDERO PARQUE CHACABUCO (NO OFICIAL);SENDERO;COMUNA 7;PARQUE CHACABUCO;BICISENDA;BIDIRECCIONAL;0,19666762967;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
302;DOBLAS;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,98151252750;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
303;BONIFACIO, JOSE;CALLE;COMUNA 9;PARQUE AVELLANEDA;CICLOVIA;BIDIRECCIONAL;0,15831396598;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
304;BONIFACIO, JOSE;CALLE;COMUNA 10;FLORESTA;CICLOVIA;BIDIRECCIONAL;0,58299421459;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
305;CHIVILCOY AV.;AVENIDA;COMUNA 11;VILLA DEVOTO;CICLOVIA;BIDIRECCIONAL;0,53297845795;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
306;DIAZ, CESAR, GRAL.;CALLE;COMUNA 10;FLORESTA;CICLOVIA;ESTACIONAMIENTO PARALELO;0,24561025551;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
307;GONZALEZ, ELPIDIO;CALLE;COMUNA 11;VILLA SANTA RITA;CICLOVIA;BIDIRECCIONAL;0,09453234804;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
308;CERETTI;CALLE;COMUNA 15;PARQUE CHAS;CICLOVIA;BIDIRECCIONAL;0,29202302925;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
309;STORNI, ALFONSINA;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,24670645315;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
310;YRURTIA, ROGELIO;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,12808390559;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
311;PELLEGRINI, CARLOS E.;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,17325372882;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
312;BLANCO ENCALADA;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,50603399985;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
313;SUPERI;CALLE;COMUNA 12;COGHLAN;CICLOVIA;BIDIRECCIONAL;0,86063221630;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
314;SUPERI;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,62132181793;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
315;AMENABAR;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,13477959535;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
316;FIGUEROA ALCORTA PRES. AV.;AVENIDA;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;1,89760147950;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
317;FIGUEROA ALCORTA PRES. AV.;AVENIDA;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,06345786886;2012;COMUNA 13/COMUNA 14;BELGRANO/PALERMO
318;GIRALDES, INT.;CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,12021250980;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
319;OBLIGADO RAFAEL, AVENIDA COSTANERA;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;1,54112191527;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
320;11 DE SEPTIEMBRE DE 1888;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,25898269629;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
321;VERTIZ, VIRREY AV.;AVENIDA;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,42019095235;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
322;DEL LIBERTADOR AV.;AVENIDA;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,19842457336;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
323;11 DE SEPTIEMBRE DE 1888;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,28222661295;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
324;GARCIA, TEODORO;CALLE;COMUNA 13;COLEGIALES;CICLOVIA;BIDIRECCIONAL;0,36036966064;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
325;ZAPATA;CALLE;COMUNA 13;COLEGIALES;CICLOVIA;BIDIRECCIONAL;0,31142689347;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
326;OBLIGADO RAFAEL, AVENIDA COSTANERA;AVENIDA;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;1,34787019619;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
327;OBLIGADO RAFAEL, AVENIDA COSTANERA;AVENIDA;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,20329895501;2013;COMUNA 13/COMUNA 14;BELGRANO/PALERMO
328;OLLEROS AV.;AVENIDA;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,07134167778;2013;COMUNA 14/COMUNA 13;PALERMO/BELGRANO
329;ZAPATA;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,62529839962;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
330;HUMBOLDT;CALLE;COMUNA 15;CHACARITA;CICLOVIA;BIDIRECCIONAL;0,25446341034;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
331;HUMBOLDT;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,12078198712;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
332;VEGA, NICETO, CNEL. AV.;AVENIDA;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,02387537079;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
333;SERRANO;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;0,50105531501;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
334;ALVAREZ, JULIAN;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;1,35596630235;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
335;ESTADO DE ISRAEL AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;UNIDIRECCIONAL;1,00580734762;2020;COMUNA 5/COMUNA 15;ALAGRO/VILLA CRESPO
336;CORDOBA AV.;AVENIDA;COMUNA 1;SAN NICOLAS;CICLOVIA;UNIDIRECCIONAL;0,65454484952;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;SAN NICOLAS/RETIRO
337;CORDOBA AV.;AVENIDA;COMUNA 1;SAN NICOLAS;CICLOVIA;UNIDIRECCIONAL;0,55827758689;2020;COMUNA 1/COMUNA 2;SAN NICOLAS/RECOLETA
338;CORDOBA AV.;AVENIDA;COMUNA 3;BALVANERA;CICLOVIA;UNIDIRECCIONAL;1,78998421501;2020;COMUNA 3/COMUNA 2;BALVANERA/RECOLETA
339;CORDOBA AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;UNIDIRECCIONAL;0,37479657188;2020;COMUNA 5/COMUNA 2;ALMAGRO/RECOLETA
340;CORDOBA AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;UNIDIRECCIONAL;0,66577740970;2020;COMUNA 5/COMUNA 14;ALMAGRO/PALERMO
341;CORDOBA AV.;AVENIDA;COMUNA 15;CHACARITA;CICLOVIA;UNIDIRECCIONAL;0,42261598608;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
342;CORDOBA AV.;AVENIDA;COMUNA 15;VILLA CRESPO;CICLOVIA;UNIDIRECCIONAL;1,72535796784;2020;COMUNA 15/COMUNA 14;VILLA CRESPO/PALERMO
343;CORRIENTES AV.;AVENIDA;COMUNA 1;SAN NICOLAS;CICLOVIA;UNIDIRECCIONAL;2,14184171992;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
344;CORRIENTES AV.;AVENIDA;COMUNA 3;BALVANERA;CICLOVIA;UNIDIRECCIONAL;1,92282991128;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
345;CORRIENTES AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;UNIDIRECCIONAL;1,74966821771;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
346;CORRIENTES AV.;AVENIDA;COMUNA 15;VILLA CRESPO;CICLOVIA;UNIDIRECCIONAL;1,34453116858;2020;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
347;GALLARDO, ANGEL AV.;AVENIDA;COMUNA 5;ALMAGRO;CICLOVIA;UNIDIRECCIONAL;0,13443979617;2020;COMUNA 5/COMUNA 15;ALMAGRO/VILLA CRESPO
348;GALLARDO, ANGEL AV.;AVENIDA;COMUNA 6;CABALLITO;CICLOVIA;UNIDIRECCIONAL;0,49546833117;2020;COMUNA 6/COMUNA 15;CABALLITO/VILLA CRESPO
349;CHILE;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;UNIDIRECCIONAL;0,26635880729;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;MONSERRAT/SAN TELMO
350;ADOLFO ALSINA;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,13176791424;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
351;PERON, JUAN DOMINGO, TTE, GRAL.;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,85303717276;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
352;DEL LIBERTADOR AV.;AVENIDA;COMUNA 1;RETIRO;BICISENDA;BIDIRECCIONAL;0,15885364884;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
353;DEL LIBERTADOR AV.;AVENIDA;COMUNA 1;RETIRO;BICISENDA;BIDIRECCIONAL;0,31646256594;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
354;DIAZ, CESAR, GRAL.;CALLE;COMUNA 11;VILLA SANTA RITA;CICLOVIA;ESTACIONAMIENTO PARALELO;0,93116869655;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
355;TACUARI;CALLE;COMUNA 4;BARRACAS;CICLOVIA;BIDIRECCIONAL;0,45196465884;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
356;BRASIL;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,07574046315;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
357;ESTADOS UNIDOS;CALLE;COMUNA 1;SAN TELMO;BICISENDA;BIDIRECCIONAL;0,07680194384;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
358;DEL LIBERTADOR AV.;AVENIDA;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,61660629965;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
359;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,08863865848;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
360;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);SENDERO;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,49963627184;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
361;VIAMONTE;CALLE;COMUNA 1;SAN NICOLAS;CICLOVIA;BIDIRECCIONAL;0,03559082722;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
362;PASEO INTERNO AGRONOMIA (NO OFICIAL);SENDERO;COMUNA 15;AGRONOMIA;BICISENDA;BIDIRECCIONAL;0,31192878017;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
363;DEL LIBERTADOR AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,85805815289;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
364;GORRITI;CALLE;COMUNA 14;PALERMO;CICLOVIA;BIDIRECCIONAL;1,22624778408;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
365;ADOLFO ALSINA;CALLE;COMUNA 3;BALVANERA;CICLOVIA;BIDIRECCIONAL;0,57838789170;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
366;ADOLFO ALSINA;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,13115654938;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
367;CEVALLOS, VIRREY;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;0,70104870164;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
368;CEVALLOS, VIRREY;CALLE;COMUNA 1;CONSTITUCION;CICLOVIA;BIDIRECCIONAL;0,10661538121;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
369;RONDEAU;CALLE;COMUNA 4;PARQUE PATRICIOS;CICLOVIA;BIDIRECCIONAL;0,28548916631;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
370;ARAOZ DE LAMADRID, GREGORIO, GRAL.;CALLE;COMUNA 4;LA BOCA;CICLOVIA;BIDIRECCIONAL;0,00026982124;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
371;ARAOZ DE LAMADRID, GREGORIO, GRAL.;CALLE;COMUNA 4;LA BOCA;CICLOVIA;BIDIRECCIONAL;0,52882849050;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
372;ARAOZ DE LAMADRID, GREGORIO, GRAL.;CALLE;COMUNA 4;LA BOCA;CICLOVIA;BIDIRECCIONAL;0,14545170167;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
373;GARCIA, MARTIN AV.;AVENIDA;COMUNA 1;SAN TELMO;BICISENDA;BIDIRECCIONAL;0,13221401692;2015;COMUNA 1/COMUNA 4;SAN TELMO/LA BOCA
374;ESTADOS UNIDOS;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;0,50303461072;2010;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
375;VALLE;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,65534985946;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
376;BILBAO, FRANSISCO;CALLE;COMUNA 7;PARQUE CHACABUCO;CICLOVIA;BIDIRECCIONAL;0,20845188294;2011;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
377;PUAN;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,14310663490;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
378;PUAN;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,22449600442;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
379;TREINTA Y TRES ORIENTALES;CALLE;COMUNA 5;BOEDO;CICLOVIA;BIDIRECCIONAL;0,18317207884;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
380;CHILE;CALLE;COMUNA 1;MONSERRAT;CICLOVIA;BIDIRECCIONAL;0,24121194012;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
381;PADILLA;CALLE;COMUNA 15;VILLA CRESPO;CICLOVIA;BIDIRECCIONAL;0,06277315823;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
382;DEL LIBERTADOR AV.;AVENIDA;COMUNA 13;NU├æEZ;BICISENDA;BIDIRECCIONAL;0,46641057194;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
383;FIGUEROA ALCORTA PRES. AV.;AVENIDA;COMUNA 14;PALERMO;BICISENDA;BIDIRECCIONAL;0,85706899986;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
384;SUPERI;CALLE;COMUNA 13;BELGRANO;CICLOVIA;BIDIRECCIONAL;0,86072306743;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
385;MANSILLA, LUCIO NORBERTO, GRAL;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,09288208088;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
386;AZCUENAGA;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,12450555361;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
387;ARENALES;CALLE;COMUNA 1;RETIRO;CICLOVIA;BIDIRECCIONAL;0,41639371398;2012;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
388;RODO, JOSE E.;CALLE;COMUNA 9;MATADEROS;CICLOVIA;BIDIRECCIONAL;1,34884434551;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
389;ROCA, CNEL.;AVENIDA;COMUNA 8;VILLA RIACHUELO;BICISENDA;BIDIRECCIONAL;2,06027818878;2013;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
390;ROCA, CNEL.;AVENIDA;COMUNA 8;VILLA RIACHUELO;BICISENDA;BIDIRECCIONAL;0,57152840140;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
391;RABANAL, FRANCISCO, INTENDENTE AV.;AVENIDA;COMUNA 8;VILLA SOLDATI;BICISENDA;BIDIRECCIONAL;0,12582036389;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
392;CHACO;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,06318622434;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
393;URIBURU JOSE E, PRES.;CALLE;COMUNA 2;RECOLETA;CICLOVIA;BIDIRECCIONAL;0,30634118522;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
394;SUIPACHA;CALLE;COMUNA 1;RETIRO;CICLOVIA;BIDIRECCIONAL;0,58593950588;2014;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
395;SUPERI;CALLE;COMUNA 12;SAAVEDRA;CICLOVIA;BIDIRECCIONAL;0,44703608187;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
396;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);CALLE;COMUNA 13;BELGRANO;BICISENDA;BIDIRECCIONAL;0,08072844470;2019;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
397;TRES ARROYOS;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,29294138337;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
398;TRES ARROYOS;CALLE;COMUNA 6;CABALLITO;CICLOVIA;BIDIRECCIONAL;0,11698012521;2015;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
399;LAMAS, ANDRES;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;0,39788931718;2016;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
400;GONZALEZ, ELPIDIO;CALLE;COMUNA 10;MONTECASTRO;CICLOVIA;BIDIRECCIONAL;0,24757179375;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
401;DIAZ, CESAR, GRAL.;CALLE;COMUNA 11;VILLA GENERAL MITRE;CICLOVIA;BIDIRECCIONAL;0,63692351414;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
402;IBERA;CALLE;COMUNA 12;COGHLAN;CICLOVIA;BIDIRECCIONAL;0,11371666354;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
403;IBERA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,19652279123;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
404;IBERA;CALLE;COMUNA 12;COGHLAN;CICLOVIA;BIDIRECCIONAL;0,26577045958;2017;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
405;CUBA;CALLE;COMUNA 13;NU├æEZ;CICLOVIA;BIDIRECCIONAL;0,10052977884;2018;NO SE ENCUENTRA EN UN LIMITE ENTRE COMUNAS;NO SE ENCUENTRA EN UN LIMITE ENTRE BARRIOS
